"author";"review";"Date";"film";"language";"word_count"
"jrhovind";"“Somebody watches something, they’re touched, and then?” As invaluable and outraging as it is as an on-the-ground, present-moment account of the crimes of Zionist occupation, it’s a film that’s also exhaustedly, mercilessly self-aware about its own ultimate uselessness. “I don’t want this to happen,” Abraham, the Israeli humanitarian, wails at one point to one of the men whose lives have been reduced to an endless cycle of destruction and rebuilding, a man who can only respond, “But how will that help me?” If the behavior we see ample evidence of – not just from the soldiers and their animal cruelty, but from the talking heads on Israeli news, and the widespread social attitudes that make it all possible – offers little optimism that anything is going to ever change until there’s nothing left, then the bravery with which Basel turns his own camera on them becomes at once both defiant last stand and self-conscious chronicle of hopelessness. “Yes, but sometimes I think about it all, and I feel this huge depression in me.”";"15-02-2025";"No Other Land";"en";173
"Poopie";"To compare this documentary to others tackling the genocide that has been happening in Palestine for so long would be kind of pointless, considering that this is only getting the attention it deserves because of the recent events going on in Palestine that led to this documentary being made. Without the current events of the last year and a half, nowhere near as many people would be acknowledging an issue so huge and actively talking about and protesting against it, so it's overall a miracle that this documentary was made and even more so that it won best documentary at the academy awards. There's allot I do really want to say on this, but I don't really want to get banned for talking about my hatred towards Israel or America, so I'm just gonna leave this review saying that this is on all4 in the U.K. right now and it gets removed at the end of the month, so do yourself a favour and put on what is one of the most important and relevant documentaries of the 21st century so far. There's not one moment that's easy to sit through, which is exactly how a documentary of this sort should be like. Raw, unfiltered and extremely uncomfortable. Free Palestine🇵🇸";"07-03-2025";"No Other Land";"en";210
"Catus";"It’s hard to not become numb or apathetic to the constant flux of bad news we’re exposed to day by day, specially from our position of powerlessness from which there’s very few we can individually do to change anything. Or, many times, we see situations like the Israel/Palestine conflict so distant from our daily reality that we simply don’t pay attention to them. And I wouldn’t blame anyone for this; life is hard enough as it is and it would be impossible to live constantly preoccupied with every bad thing that’s happening in the world. More and more people I’ve known have chosen to simply stop watching news, regardless of their political beliefs, because there’s just so much negativity we can bear without losing our minds.";"08-04-2025";"No Other Land";"en";126
"Joshua Daulton";"Awdah Hathaleen, remember her name! Remember everyone who was killed by these demons.";"10-10-2025";"No Other Land";"en";13
"video lover";"the hate i have in my heart for israel is truly unfathomable. if you spend a moment trying to rationalize any of this you are just a nazi to me. zionism would be totally repudiated by any respectable society but of course that will never happen in imperial amerikkka. basel, a man whose courage and nobility are beyond question or reproach, is tragically mistaken in his belief that merely exposing americans to these atrocities will create some sort of pressure for change. it’s not just that we’re ignorant, although most of us are, it’s that on some level we actually like it - our whole mythos and history is founded on doing exactly this - it is a sick culture in desperate need of revolution and reeducation. but i do still believe there’s some small power in bearing witness, as evidenced by the idf’s reaction whenever a camera is trained on them. what basel says about patience and living in defeat is important for any left wing person to internalize. we are unlikely to see any great victories in our lifetimes, i’m afraid; whatever work we do is for our children’s children if we’re lucky. this is obviously much easier to accept when you aren’t being brutalized and exterminated by an occupying force, but that makes our fecklessness and submission all the more shameful, as the issue remains largely intellectual for us and we aren’t really risking anything in our activism. at least not compared to palestinians and their few israeli allies, who are actively hunted for any act of resistance. i really don’t know what we’re supposed to do, i’m mostly a pathetic worm myself i’m sorry to say, but i do think it’s important that we do…something";"15-12-2024";"No Other Land";"en";289
"lu161";"""there is no other land, that's why we suffer for it.""";"19-02-2024";"No Other Land";"en";11
"Eternality Tan";"A documentary project by both Palestinians and Israelis that provides the necessary context for the eradication of several Palestinian villages in the occupied West Bank by the IDF and armed settlers—it’s hard-hitting but a testament to courageous and responsible filmmaking in torrid circumstances.";"07-06-2024";"No Other Land";"en";43
"Cole Duffy";"One of the most profoundly upsetting, visceral cinematic experiences of the decade. Broke my heart, filled me with rage against the ethnostate of “Israel” (to be a fair, a rage that has always existed since I learned the truth) - but I know, someday, there will be justice. No Other Land, filmed by a Palestinian-Israeli collective, captures the quickly worsening occupation there with a palpable sense of urgency. Every shot is an act of heroic journalism, and every image is a testament that will last long after the ethnostate crumbles into its own oblivion.";"25-10-2024";"No Other Land";"en";94
"kennysweatshirt";"still hard to articulate how powerful this film is. every time i think of it i get goosebumps. one of — if not the most heartbreaking and infuriating films i’ve ever seen. definitely the most memorable watch of the year for me. ";"16-11-2024";"No Other Land";"en";42
"Bob McQueen";"A small fraction of the crimes of the genocidal zionazi regime. Crimes that have gone on for decades. I'm honestly surprised this even got a release with the way information about Palestine has been suppressed, but I'm glad it did and I hope more see this.";"28-02-2025";"No Other Land";"en";46
"Cdwood11";"For my UK friends and followers: No Other Land has just made its British streaming debut on Channel 4 OD, which will be followed by a television debut on Tuesday. Forget the noise around Oscar Nominations, itself the product of yucky awards prognosticators who reduce artistic value to tacky American statuettes. Instead recognise that in a year where cinema has retreated to the comfort zone of frivolous fantasy and platitudinous allegory, this stands as one of the few truly essential pieces of filmmaking of 2024. No wonder, then, that no American distributor has had the balls to pick this up. But that level of structural censorship should only further encourage you to watch it, no matter your preconceptions.";"01-03-2025";"No Other Land";"en";118
"wilson";"This film's importance at this specific moment cannot be understated. The clear violation of rights and lands that the IDF and Israeli settlers show in this film is disgusting. However, I'm glad that this film was made to show the resilience of the people of Masafer Yatta.";"09-07-2024";"No Other Land";"en";47
"Eliza";"""They take away our rights, they have great technological and military power, but they shouldn't forget they were once weak too. They have suffered too. And they will not win, even with all their power. They will fail. They will never get the Palestinians to give up their land.""";"21-12-2024";"No Other Land";"en";49
"Ashlee Pradella";"No Other Land is a gut-wrenching and essential piece of filmmaking that captures the unbearable suffering and unwavering perseverance of the Palestinian people. This urgent and powerful documentary uses the medium of film to bear witness to atrocities that demand attention and action. The filmmakers show immense bravery in bringing these stories to light, ensuring that the world sees the reality on the ground. It’s a heartbreaking but necessary watch, reminding us of the power of film to expose injustice and amplify voices that are too often silenced.";"27-01-2025";"No Other Land";"en";88
"Drew Reuschlein";"there are no words that can adequately describe the fury and the heartbreak this film has left me with. no one should ever be forced to endure such violence, to stand by and watch as their own home is bulldozed in front of their very eyes.";"31-01-2025";"No Other Land";"en";46
"Udoy";"Cinema as it has existed has conditioned us to view scripted and unscripted works alike through a humanist lens. It can be lovely.";"08-02-2025";"No Other Land";"en";23
"Leesah Sea";"As the end credits started rolling and the lights came on, the audience in Cinema 4 sat in silence and slowly started to trickle out of the theatre. People could not find words for what they saw while watching NO OTHER LAND. This well-paced, shot, and edited documentary contains a deeply personal story of resistance for Basel and his family. His parents started the fight decades ago as activists and Basel continues with their resistance. It is shocking and horrifying how a group of people have been made second class citizens who have very few rights, including the right to build and live on their own lands. My heart broke when relatively early on (2019 or 2020) Basel talks about how he hopes people will see his video coverage and then someone will help them, like the USA.";"15-02-2025";"No Other Land";"en";138
