"year";"title";"score";"abstract";"Director";"cast";"genres";"link"
2022;"Black Panther: Wakanda Forever";3,31;"Queen Ramonda, Shuri, M’Baku, Okoye and the Dora Milaje fight to protect their nation from intervening world powers in the wake of King T’Challa’s death. As the Wakandans strive to embrace their next chapter, the heroes must band together with the help of War Dog Nakia and Everett Ross and forge a new path for the kingdom of Wakanda.";"Ryan Coogler";"Letitia Wright; Tenoch Huerta Mejía; Lupita Nyong'o; Danai Gurira; Winston Duke; Angela Bassett; Martin Freeman; Julia Louis-Dreyfus; Dominique Thorne; Florence Kasumba; Michaela Coel; Alex Livinalli; Mabel Cadena; Michael B. Jordan; Isaach de Bankolé; Danny Sapani; Dorothy Steel; Zainab Jah; Sope Aluko; Connie Chiume; Trevor Noah; Shawn Roberts; Zola Williams; Janeshia Adams-Ginyard; Jemini Powell; Marija Abney; Keisha Tucker; Ivy Haralson; Maya Macatumpag; Baaba Maal; Jabari Exum; Massamba Diop; Magatte Saw; Gerardo Aldana; Richard Schiff; Gigi Bermingham; Rudolph Massanga; Robert John Burke; Lake Bell; Judd Wild; Amber Harrington; Michael Blake Kruse; Justin James Boykin; Anderson Cooper; Mackenro Alexander; Kamaru Usman; T. Love; Floyd Anthony Johns Jr.; Jermaine Brantley; Granger Summerset II; Luke Lenza; Alan Wells; Bill Barrett; Lieiry J. Perez Escalera; Sevyn Hill; Gavin Macon; Skylar Ebron; Taylor Holmes; Angela Cipra; Faya Madrid; María Telón; María Mercedes Coroy; Josué Maychi; Sal Lopez; Irma Estella La Guerre; Manuel Chavez; Leonardo Castro Sitiriche; Juan Carlos Cantu; Shawntae Hughes; Corey Hibbert; Zaiden James; Aba Arthur; Délé Ogundiran; Kevin Changaris; Valerio Dorvillen; Don Castor; Jonathan González Collins; Divine Love Konadu-Sun; Chadwick Boseman";"Science Fiction; Adventure; Action";"https://letterboxd.com/film/black-panther-wakanda-forever/"
2024;"MaXXXine";3,08;"In 1980s Hollywood, adult film star and aspiring actress Maxine Minx finally gets her big break. But as a mysterious killer stalks the starlets of Hollywood, a trail of blood threatens to reveal her sinister past.";"Ti West";"Mia Goth; Elizabeth Debicki; Moses Sumney; Michelle Monaghan; Bobby Cannavale; Halsey; Lily Collins; Giancarlo Esposito; Kevin Bacon; Charley Rowan McCain; Simon Prast; Deborah Geffner; Daniel Lench; Chloe Farnworth; Brad Swanick; Uli Latukefu; Susan Pingleton; Zachary Mooren; Ned Vaughn; Marcus LaVoi; Sophie Thatcher; Albert Kong; Toby Huss; Taylor Kowalski; Pegah Rashti; Larry Fessenden; Marlyn Ortiz; Alison Wonderland; Kristin Carey; Cecilia Yesuil Kim; Clayton Farris; Melissa Kaye Bontempt; Allen Waiserman; Vera Myers; James Hunter";"Horror; Thriller";"https://letterboxd.com/film/maxxxine/"
2024;"Babygirl";2,74;"A high-powered CEO puts her career and family on the line when she begins a torrid affair with her much younger intern.";"Halina Reijn";"Nicole Kidman; Harris Dickinson; Antonio Banderas; Esther-Rose McGregor; Sophie Wilde; Vaughan Reilly; Victor Slezak; Leslie Silva; Gaite Jansen; Robert Farrior; Bartley Booz; Anoop Desai; Mary Ann Lamb; Gabrielle Policano; Gabriela Torres; Izabel Mar; Max O'Herlihy; Michael Kirchmann; Mareau Hall; Dolly Wells; Tess McMillan; Skyler Matthews; Molly Price; Maxwell Whittington-Cooper; Maryann Urbano";"Drama; Romance";"https://letterboxd.com/film/babygirl-2024/"
2022;"All Quiet on the Western Front";4,05;"Paul Baumer and his friends Albert and Muller, egged on by romantic dreams of heroism, voluntarily enlist in the German army. Full of excitement and patriotic fervour, the boys enthusiastically march into a war they believe in. But once on the Western Front, they discover the soul-destroying horror of World War I.";"Edward Berger";"Felix Kammerer; Albrecht Schuch; Aaron Hilmer; Moritz Klaus; Adrian Grünewald; Edin Hasanović; Daniel Brühl; Thibault de Montalembert; Devid Striesow; Andreas Döhler; Sebastian Hülk; Luc Feit; Michael Wittenborn; Michael Stange; Sascha Nathan; Tobias Langhoff; Anton von Lucke; Michael Pitthan; Joe Weintraub; Charles Morillon; Gabriel Dufay; Dan Brown; Philipp Schenker; Cyril Dobrý; Gregory Gudgeon; Cyril Čechák; Jakob Schmidt; Felix von Bredow; Martin Dostál; Marek Simbersky; Jakob Diehl; Friedrich Berger; Anthony Paliotti; Radek Brodil; Jonathan Henault; Nico Ehrenteit; Hendrik Heutmann; Daniel-Frantisek Kamen; Tomáš Čapek; Markus Tomczyk; Emil Rothermel; Wolf Danny Homann; Michal Závodský; Nicolas Prokop; Jacob Zacharias Eckstein; Adam Mensdorff; Peter Sikorski; Alžběta Malá; Andrea Zatloukalová; Thomas Zielinski; Tomáš Weber; Samuel Neduha; Martin Němec; Tomáš Merkl; Sebastian Jacques";"History; Drama; War";"https://letterboxd.com/film/all-quiet-on-the-western-front-2022/"
2024;"Trap";2,63;"A father and teen daughter attend a pop concert, where they realize they’re at the center of a dark and sinister event.";"M. Night Shyamalan";"Josh Hartnett; Ariel Donoghue; Saleka Night Shyamalan; Alison Pill; Hayley Mills; Jonathan Langdon; Mark Bacolcol; Marnie McPhail; Kid Cudi; Russ; Marcia Bennett; Vanessa Smythe; M. Night Shyamalan; Lochlan Ray Miller; Steve Boyle; David D'Lancy Wilson; James Gomez; Nadine Hyatt; Michael Brown; Hailey Summer; Olivia Barrett; Allison Ference; Harley Ruznisky; Joseph Daly; Luke Charles; Mateo Arias; Milan Deng; Ajanae Stephenson; Khiyla Aynne; Abbas Wahab; Bobby Manning; Maya Lee O'Connor; Lauren Brady; Valentina Theresa; Erica Wilson; Leeyarah Belle Barcia; Sare Thorpe; Mia Yaguchi-Chow; Dominique Brownes; Lara Zaluski; Timilehin Olusoga; Elizabeth Victoria Wong; Josh Stone; Piper Hook; AJ Nadeau; Michael Cox; Jarrod W. Clegg; Jennifer Ashleigh Lloyd; Iliya Kovler; Joshua Peace";"Crime; Mystery; Thriller; Horror";"https://letterboxd.com/film/trap-2024/"
2022;"Elvis";3,35;"The life story of Elvis Presley as seen through the complicated relationship with his enigmatic manager, Colonel Tom Parker.";"Baz Luhrmann";"Austin Butler; Tom Hanks; Olivia DeJonge; Helen Thomson; Richard Roxburgh; Kelvin Harrison, Jr.; David Wenham; Kodi Smit-McPhee; Luke Bracey; Dacre Montgomery; Leon Ford; Gary Clark Jr.; Yola; Natasha Bassett; Xavier Samuel; Adam Dunn; Alton Mason; Shonka Dukureh; David Gannon; Shannon Sanders; Charles Grounds; Josh McConville; Kate Mulvany; Gareth Davies; Chaydon Jay; Christian Kisando; John Mukristayo; Miles Burton; Gad Banza; Aristene Kisando; Senayt Mebrahtu; Princess Mariama Andrews; Sharon Brooks; Nicholas Bell; Anthony Phelan; Sandro Colarelli; Cle Morgan; Charles Allen; Natalie Bassingthwaighte; Liz Blackett; Mike Bingaman; Christian McCarty; Tony Nixon; Andrea Moor; Mark Leonard Winter; Hugh Parker; Thomas Larkin; Hilton Hyppolite Denis; Christopher Sommers; Brad Leaver; Simon Mallory; Terepai Richmond; Alex Knight; Jordan A. Holland; Lenesha Randolph; Elizabeth Cullen; Angie Milliken; Luke Corrin Care; Jack McGirr; Miranda Frangou; Lakota Johnson; Ruby Gonzales-Judd; Greg Powell; Patrick Shearer; Sarah Ogden; Iain Gardiner; Melina Vidler; Traneshia Chiles; Lauren McClinton; Gary Haile; Kellee Halford; Angela Hill; Jamiah Hudson; Norris Jones; Stephen Ladson; Alfreda McCrary; Angela McCrary; Beverly Ann McCrary; Keb' Mo'; Tamica Nicole; Marqo Patton; Robert Randolph; Calvin Settles II; Calvin V. Settles, Sr.; Ira Wayne Settles, Sr.; Odessa L. Settles; Sara Settles; Shirley M. Settles; Jacqueline Smith-Jefferson; Torshia Suggs; Cameron Keith Walls; Andrea Baker; Libe Barer; Doug Burch; Cathy Cavadini; Elvis Presley";"Music; History; Drama";"https://letterboxd.com/film/elvis-2022/"
2023;"Perfect Days";4,31;"Hirayama is content with his life as a toilet cleaner in Tokyo. Outside of his structured routine, he cherishes music on cassette tapes, books, and taking photos of trees. Through unexpected encounters, he reflects on finding beauty in the world.";"Wim Wenders";"Koji Yakusho; Tokio Emoto; Arisa Nakano; Aoi Yamada; Yumi Asou; Sayuri Ishikawa; Tomokazu Miura; Min Tanaka; Miyako Tanaka; Ron Mizuma; Soraji Shibuya; Aoi Iwasaki; Kisuke Shimazaki; Yuriko Kawasaki; Aki Kobayashi; Bunmei Harada; Reina; Shunsuke Miura; Gan Furukawa; Atsushi Fukazawa; Taijirō Tamura; Masahiro Koumoto; Makiko Okamoto; Daigo Matsui; Nao Takahashi; Nari Saitô; Hiroto Oshita; Naoko Ken; Mijika Nagai; Motomi Makiguchi; Isao Matsui; Aoi Yoshida; Motoyuki Shibata; Inuko Inuyama; Moro Morooka; Morio Agata; Nijika Tonouchi; Yasushi Okuwa; Hairi Katagiri; Tateto Serizawa; Yoneko Matsukane; Tamae Ando";"Drama";"https://letterboxd.com/film/perfect-days-2023/"
2021;"Cruella";3,5;"";"Craig Gillespie";"Emma Stone; Emma Thompson; Joel Fry; Paul Walter Hauser; John McCrea; Emily Beecham; Mark Strong; Kayvan Novak; Kirby Howell-Baptiste; Jamie Demetriou; Niamh Lynch; Andrew Leung; Ed Birch; Dylan Lowe; Paul Bazely; Abraham Popoola; Leo Bill; Ninette Finch; Sarah Crowden; Harrison Willmott; Jack Barry; Asmara Gabrielle; Tom Turner; Thomas Padden; Carl Rice; Chris Ryman; Javone Prince; Hannah Stokely; Haruka Abe; Steve Edge; Richard David-Caine; Waleed Akhtar; Janet Henfrey; Elizabeth Marcano-Mortlock; Camilla Roholm; Joey Akubeze; Linette Beaumont; Conor Moloney; Robert Cawsey; Ed Kear; Sid Sagar; Jacqueline Chan; Hermione Gulliford; Surinder Duhra; Peter Singh; Geoffrey Burton; Helena Dowling; Paul Chowdhry; Tim Steed; John Mackay; Nathan Amzi; Trevor Laird; Joshua Hill; Michelle Greenidge; Jane How; Angela Sims; Geraldine Fitzgerald; Tipper Seifert-Cleveland; Maeve Chadwick; Nell Chadwick; Billie Gadsdon; Ziggy Gardner; Joseph MacDonald; Florisa Kamara; Crystal Wingx; Robert Ryan; Ross Carter; Graham Kitchen";"Comedy; Adventure; Crime";"https://letterboxd.com/film/cruella/"
2024;"I’m Still Here";4,33;"A woman married to a former politician during the 1971 military dictatorship in Brazil is forced to reinvent herself and chart a new course for her family after a violent and arbitrary act.";"Walter Salles";"Fernanda Torres; Selton Mello; Valentina Herszage; Maria Manoella; Luiza Kosovski; Marjorie Estiano; Bárbara Luz; Gabriela Carneiro da Cunha; Cora Ramalho; Olívia Torres; Guilherme Silveira; Antonio Saboia; Pri Helena; Dan Stulbach; Thelmo Fernandes; Humberto Carrão; Maeve Jinkings; Carla Ribas; Camila Márdila; Daniel Dantas; Charles Fricks; Helena Albergaria; Marcelo Várzea; Caio Horowicz; Maitê Padilha; Luana Nastas; Isadora Ruppert; Luiz Bertazzo; Lourinelson Vladmir; Alexandre Mello; Augusto Trainotti; Alan Rocha; Fernanda Montenegro; Felipe Barreto; Antonio Furtado; Fagundes Emanuel; Bernardo Bibancos; Matheus Canto; Pedro Passarelli; Mônica Braga; Giulia Passarelli; Angela Chieregati Passarelli; Lucas Santos; Felipe Nehab; Félix Salles; Manoel Taborda; Theo Hoffmeister; João Gabriel Frapolli; Lucas Zampa; Aguida Aguiar; Daniel Ericsson; Renan Lima; Thadeu Matos; Hugo Camizão; Otavio Linhares; Leo Mac-Dowell; Rafaela Mell; João Júnior; Denis Sauer; Daniel de Almeida; Philipp Lavra; Ângela Ribeiro; Camilla Flores; Luisa Taborda; Mayra Coelho; Ingrid Oliveira; Kauã Rodríguez; Laura Araujo; Cid Moreira; Carolina Borelli";"Drama; History";"https://letterboxd.com/film/im-still-here-2024/"
2025;"Adolescence";4,07;"When a 13-year-old is accused of the murder of a classmate, his family, therapist and the detective in charge are all left asking: what really happened?";"Philip Barantini";"Owen Cooper; Stephen Graham; Ashley Walters; Faye Marsay; Christine Tremarco; Austin Haynes; Erin Doherty; Jo Hartley; Douglas Russell; Robbie O'Neill";"Drama; Crime";"https://letterboxd.com/film/adolescence-2025/"
2022;"Triangle of Sadness";3,69;"A celebrity model couple are invited on a luxury cruise for the uber-rich, helmed by an unhinged, alcoholic captain. What first appears Instagrammable ends catastrophically, leaving the survivors stranded on a desert island in a struggle of hierarchy.";"Ruben Östlund";"Harris Dickinson; Charlbi Dean; Dolly de Leon; Woody Harrelson; Zlatko Burić; Vicki Berlin; Henrik Dorsin; Iris Berben; Jean-Christophe Folly; Amanda Walker; Oliver Ford Davies; Sunnyi Melles; Thobias Thorwid; Jiannis Moustos; Timoleon Gketsos; Alicia Eriksson; Carolina Gynning; Ralph Schicha; Arvin Kananian; Mia Benson; Stefan Gödicke; Nana Manu; Alexander Virenhem; Malte Gårdinger; William-Patrik Molvén; Fredrik Quinones; Filip Roséen; Chidiegwu Chidi; Charlie Westerberg; Erik Andersson; Hamlet Talje Willoughby; Victor Köhler; Daniel Estehghari; Alfons Miari; Isak Barrow; Alfred Lindström; Augustine Kajue; Florand Kaufeldt; Theodor Öhrn; Jin Zou; David Alexanderson; Olof Källström; Julian Redaelli; Egil Ahlenius; Carl Jood; Chand Smith; Malick Afocozi; Ludvig Fast; Victor Norlander; Anton Isaksson; Brian Kamara; Eric Svirins; Hugo Palm; Simon Bredenberg; Noa Del Castillo Hallberg; Ann-Sofi Back; Robert Rydberg; Robert Nordberg; Charlotte Brattin; Mira Uszkureit; Alex Schulman; Amanda Schulman; Emma Warg; Camilla Läckberg; Christina Saliba; Karin Myrenberg; Linnea Olsson; Asta Stensson; Elsa Sjökvist; Johanna Ovelius; Shaniaz Hama Ali; Catrin Nilsson; Jacob Papinniemi; Mimmi Brundin; Melodie Von Sass; Ellen Dixdotter; Sofia Lücke; Ronja Kruus; Chris Westerstrom; Hedda Rehnberg; Robert Martufi; Hanna Oldenburg; Arnella Zetterström; Sepideh Mazloom; Eric Dernsjö; Nikolas Drosopoulos; Chrysanthi Theodosi; Maria Alexiou; Marilena Lampropoulou; Christos Ntoulas; Nikolas Chalkiadakis; Grace Milaszewski; Melina Marksaitis; Theresa Johannesson; Leocilyn Capanas; Nanette Lipponen; Maria Danica Herrera; Maria Grace Concepcion; Kristin Delfinado; Shanilou Del Mundo; John Michael Yadao; Freedom Ziad Ahmed; Robert Jomar; Garry Villador Deveratturda; Christopher Janiola; Mario Rowen Bugtai; Mohamed Lachras; Taye Nathanail; Athanasios Papaioannou; Alexandros Sargologos; Allen Bandiola; Nicolas Refin; Lontoc Rolyn; John Paul Paugio; John Paulo; Anne Brocklin Bergman; Johnny Bergman; Fredrik Wikingsson; Henrik Thott; Thomas Peteus; Magnus Jeansson; Stefan Martikainen; Britt-Marie Svensson; Arash Raoufi; Nafiseh Hadizadeh; Inga Hahn; Lennart Hahn; Linda Anborg; Karina Baldock Wiking; Olof Myhrman; Rebecca Fager; Hilde Fager; Emmylou Saguindel-Holmé; Ann-Marie Eriksson; Pål Svensson; Giorgos Kyriakopoulos; Pavlos Laoutaris; Eva Koroli; Alexia Mpogdanou; Giannis Papathymios; Achilles Vatrikas; Gianna Andritsaki; Dauda Coneth; Beh Solo Kone; Yussif Zakaria; Papa Cheik Jade";"Drama; Comedy";"https://letterboxd.com/film/triangle-of-sadness/"
2022;"Turning Red";3,43;"Thirteen-year-old Mei is experiencing the awkwardness of being a teenager with a twist – when she gets too excited, she transforms into a giant red panda.";"Domee Shi";"Rosalie Chiang; Sandra Oh; Ava Morse; Hyein Park; Maitreyi Ramakrishnan; Orion Lee; Wai Ching Ho; Tristan Allerick Chen; James Hong; Lori Tan Chinn; Mia Tagano; Sherry Cola; Lillian Lim; Jordan Fisher; FINNEAS; Topher Ngo; Grayson Villanueva; Josh Levi; Sasha Roiz; Addie Chandler; Lily Sanfelippo; Anne-Marie; Evan Agos; Trinity Bliss; Devin Bright; Kimberly Brooks; Ian James Corlett; Juliet Donenfeld; Terri Douglas; Ellen Dubin; Alison Fernández; Jack Fisher; Erin Fitzgerald; Poon Fong-Fong; Hadley Gannaway; David Hayter; Karen Huie; Sean T. Krishnan; Arif S. Kinchen; Paul Kwo; James Taku Leung; Lydia Look; David Chen; Kim Mai Guest; Caleb Jeon; Ethan Loh; Noel Mason; Jason Maybaum; Jaiden McLeod; Ulka Simone Mohanty; Iara Nemirovsky; Capri Oliver; Benjamin Plessala; Tsang Pui-Yee; Maddix Robinson; Zeno Robinson; Vivienne Rutherford; Violet Grace Schaffer; Mariel Sheets; Christian J. Simon; Artemis Snow; Sydney Thomas; Timothy Cheng Chi-Sing; Benjamin Valic; Shondalia White; Cedric L. Williams";"Family; Fantasy; Animation; Comedy";"https://letterboxd.com/film/turning-red/"
2022;"The Northman";3,77;"Prince Amleth is on the verge of becoming a man when his father is brutally murdered by his uncle, who kidnaps the boy’s mother. Two decades later, Amleth is now a Viking who’s on a mission to save his mother, kill his uncle and avenge his father.";"Robert Eggers";"Alexander Skarsgård; Nicole Kidman; Claes Bang; Ethan Hawke; Anya Taylor-Joy; Gustav Lindh; Elliott Rose; Willem Dafoe; Phill Martin; Eldar Skar; Olwen Fouéré; Edgar Abram; Jack Gassmann; Ingvar E. Sigurðsson; Oscar Novak; Jack Walsh; Björk; Ian Whyte; Katie Pattinson; Andrea O’Neill; Rebecca Ineson; Kate Dickie; Ísadóra Bjarkardóttir Barney; Kevin Horsham; Seamus O'Hara; Scott Sinclair; Tadhg Murphy; James Yates; Hafþór Júlíus Björnsson; Ian Gerard Whyte; Ralph Ineson; Murray McArthur; Nille Glæsel; Jonas Lorentzen; Magne Osnes; Ineta Sliuzaite; Finn Lafferty; Jon Campling; Helen Roche; Faoileann Cunningham; Gareth Parker; Mark Fitzgerald; Gavin Peden; Joel Hicks; Chris Finlayson; Eric Higgins; Matt Symonds; Luca Evans; James Harper-Jones; Thomas Harper-Jones; Sheila Flitton; Lily Bird; Robin Carolan; Mark P. O'Connor";"Adventure; Action; Fantasy";"https://letterboxd.com/film/the-northman/"
2023;"All of Us Strangers";3,93;"One night in his near-empty tower block in contemporary London, Adam has a chance encounter with a mysterious neighbor Harry, which punctures the rhythm of his everyday life.";"Andrew Haigh";"Andrew Scott; Paul Mescal; Carter John Grout; Jamie Bell; Claire Foy; Ami Tredrea; Sean Tizzard";"Drama; Romance; Fantasy";"https://letterboxd.com/film/all-of-us-strangers/"
2025;"How to Train Your Dragon";3,86;"On the rugged isle of Berk, where Vikings and dragons have been bitter enemies for generations, Hiccup stands apart, defying centuries of tradition when he befriends Toothless, a feared Night Fury dragon. Their unlikely bond reveals the true nature of dragons, challenging the very foundations of Viking society.";"Dean DeBlois";"Mason Thames; Nico Parker; Gerard Butler; Nick Frost; Gabriel Howell; Julian Dennison; Bronwyn James; Harry Trevaldwyn; Murray McArthur; Peter Serafinowicz; Naomi Wirthner; Ruth Codd; Andrea Ware; Anna Leong Brophy; Marcus Onilude; Pete Selwood; Daniel-John Williams; Kate Kennedy; Selina Jones; Nick Cornwall; Nigel Shinnors; Dean DeBlois; Randy Thom";"Fantasy; Family; Adventure; Action";"https://letterboxd.com/film/how-to-train-your-dragon-2025/"
2023;"Godzilla Minus One";4,07;"In postwar Japan, Godzilla brings new devastation to an already scorched landscape. With no military intervention or government help in sight, the survivors must join together in the face of despair and fight back against an unrelenting horror.";"Takashi Yamazaki";"Ryunosuke Kamiki; Minami Hamabe; Yuki Yamada; Munetaka Aoki; Hidetaka Yoshioka; Sakura Ando; Kuranosuke Sasaki; Saki Nakatani; Miou Tanaka; Yuya Endo; Kisuke Iida; Kenji Anan; Kenji Mizuhashi; Kunihiro Suda; Shota Taniguchi; Akio Nakadai; Ippei Sasaki; Ozuno Nakamura; Masaichi Wanibuchi; Sho Nishigaki; Fuma Sasaki; Tsutomu Osabe; Yuji Komatsu; Yosuke Minokawa; Sentarou Kusakabe; Kota Kawabata; Genki Furugen; Yuto Yoshikawa; Yuya Oshima; Hirotaka Akatsuma; Ryo Hamanaka; Kiyomi Aratani; Yukio Tsukamoto; Shoji Omiya; Michael Arias; Masataka Matsubara; Kentaro Furuyama; Takumi Matsui; Tetsu Hirahara; Hiroyuki Toritani; Seitaro Chiba; Tatsuki Oguma; Hidemasa Mase; Jun Ohnishi; Yuho Mochinaga; Daiki Ichikawa; Yasunori Ota; Ryota Tsuchihashi; Atsushi Saitou; Masayuki Yamada; Goro Sato; Keisuke Fujita; Yuta Wakabayashi; Koya Fukuda; Shunpeter Sugisaki; Yuki Takao; Yusuke Karita; Makoto Matsumoto; Shinji Nagashima; Akihiro Yamamoto; Hidehiko Yamada; Atomu Ito; Django Yamada; Gomez Hori; Shohei Abe; Gen Shimada; Masatoshi Kihara; Masaru Yahagi; Touta Tawaragi; Etsuji Harada; Senji Nakagi; Tetsunori Akira; Mao Ohno; Ami Kitamikado; Yoka; Mami Tokuda; Yukihide Ueda; Sho Tsuruta; Makoto Araki; Yamato Aizawa; Mizuki Hasegawa; Kisuke Inoue; Miki Mirai; Daichi Abe; Rikako Miura; Gohshuu; Yuko Onose; Seiji Okuda; Eisuke Sasai; Shinsuke Kasai; Saori; Takato Yonemoto; Yoshiyo Naka; Ikumu Shigeta; Keita Chiba; Masato Nakano; Kiyoshi Uchida; Aya Sakura; Ayane Kamoi; Risa Miyake; Mami Aoki";"Horror; Science Fiction; Action";"https://letterboxd.com/film/godzilla-minus-one/"
